DATE,TIME,Temp,Rain
2023/1/6 0:00,16:00:00,8.4,0
2023/1/6 0:00,17:00:00,7.8,0
2023/1/6 0:00,18:00:00,6.3,0
2023/1/6 0:00,19:00:00,7.3,0
2023/1/6 0:00,20:00:00,7,0
2023/1/6 0:00,21:00:00,6.6,0
2023/1/6 0:00,22:00:00,6.2,0
2023/1/6 0:00,23:00:00,6.4,0
2023/1/7 0:00,0:00:00,6.6,0
2023/1/7 0:00,1:00:00,5.4,0
2023/1/7 0:00,2:00:00,5.1,0
2023/1/7 0:00,3:00:00,4.5,0
2023/1/7 0:00,4:00:00,4.3,0
2023/1/7 0:00,5:00:00,4.4,0
2023/1/7 0:00,6:00:00,4,0
2023/1/7 0:00,7:00:00,3.6,0
2023/1/7 0:00,8:00:00,3.6,0
2023/1/7 0:00,9:00:00,5.2,0
2023/1/7 0:00,10:00:00,6.7,0
2023/1/7 0:00,11:00:00,7.7,0
2023/1/7 0:00,12:00:00,9,0
2023/1/7 0:00,13:00:00,9.5,0
2023/1/7 0:00,14:00:00,9.7,0
2023/1/7 0:00,15:00:00,9.5,0
2023/1/7 0:00,16:00:00,8.6,0
2023/1/7 0:00,17:00:00,6.1,0
2023/1/7 0:00,18:00:00,5.8,0
2023/1/7 0:00,19:00:00,5.7,0
2023/1/7 0:00,20:00:00,6.3,0
2023/1/7 0:00,21:00:00,5.3,0
2023/1/7 0:00,22:00:00,5.4,0
2023/1/7 0:00,23:00:00,5.2,0
2023/1/8 0:00,0:00:00,4,0
2023/1/8 0:00,1:00:00,3.3,0
2023/1/8 0:00,2:00:00,3.9,0
2023/1/8 0:00,3:00:00,3.2,0
2023/1/8 0:00,4:00:00,2.7,0
2023/1/8 0:00,5:00:00,2.2,0
2023/1/8 0:00,6:00:00,2.9,0
2023/1/8 0:00,7:00:00,3.5,0
2023/1/8 0:00,8:00:00,3.6,0
2023/1/8 0:00,9:00:00,5.8,0
2023/1/8 0:00,10:00:00,8.8,0
2023/1/8 0:00,11:00:00,10.9,0
2023/1/8 0:00,12:00:00,10.9,0
2023/1/8 0:00,13:00:00,11.6,0
2023/1/8 0:00,14:00:00,11.9,0
2023/1/8 0:00,15:00:00,11.1,0
2023/1/8 0:00,16:00:00,10.1,0
2023/1/8 0:00,17:00:00,7.3,0
2023/1/8 0:00,18:00:00,6.6,0
2023/1/8 0:00,19:00:00,6.6,0
2023/1/8 0:00,20:00:00,9.1,0
2023/1/8 0:00,21:00:00,8.7,0
2023/1/8 0:00,22:00:00,8.3,0
2023/1/8 0:00,23:00:00,8,0
2023/1/9 0:00,0:00:00,7.6,0
2023/1/9 0:00,1:00:00,6.5,0
2023/1/9 0:00,2:00:00,5.8,0
2023/1/9 0:00,3:00:00,5.6,0
2023/1/9 0:00,4:00:00,5,0
2023/1/9 0:00,5:00:00,4.7,0
2023/1/9 0:00,6:00:00,3.3,0
2023/1/9 0:00,7:00:00,3,0
2023/1/9 0:00,8:00:00,4.5,0
2023/1/9 0:00,9:00:00,6.4,0
2023/1/9 0:00,10:00:00,8.2,0
2023/1/9 0:00,11:00:00,11.4,0
2023/1/9 0:00,12:00:00,12.7,0
2023/1/9 0:00,13:00:00,13.1,0
2023/1/9 0:00,14:00:00,12.9,0
2023/1/9 0:00,15:00:00,12.1,0
2023/1/9 0:00,16:00:00,11.5,0
2023/1/9 0:00,17:00:00,9.8,0
2023/1/9 0:00,18:00:00,9.2,0
2023/1/9 0:00,19:00:00,8.2,0
2023/1/9 0:00,20:00:00,8.8,0
2023/1/9 0:00,21:00:00,7.8,0
2023/1/9 0:00,22:00:00,6.5,0
2023/1/9 0:00,23:00:00,7.8,0
2023/1/10 0:00,0:00:00,7.4,0
2023/1/10 0:00,1:00:00,8.3,0
2023/1/10 0:00,2:00:00,7.3,0
2023/1/10 0:00,3:00:00,6.9,0
2023/1/10 0:00,4:00:00,6.7,0
2023/1/10 0:00,5:00:00,5.9,0
2023/1/10 0:00,6:00:00,5.7,0
2023/1/10 0:00,7:00:00,5.5,0
2023/1/10 0:00,8:00:00,5.6,0
2023/1/10 0:00,9:00:00,6.6,0
2023/1/10 0:00,10:00:00,8.1,0
2023/1/10 0:00,11:00:00,8.5,0
2023/1/10 0:00,12:00:00,9.3,0
2023/1/10 0:00,13:00:00,8.9,0
2023/1/10 0:00,14:00:00,8.7,0
2023/1/10 0:00,15:00:00,7.5,0
2023/1/10 0:00,16:00:00,6.6,0
2023/1/10 0:00,17:00:00,6,0
2023/1/10 0:00,18:00:00,5.3,0
2023/1/10 0:00,19:00:00,4.9,0
2023/1/10 0:00,20:00:00,4.6,0
2023/1/10 0:00,21:00:00,4.5,0
2023/1/10 0:00,22:00:00,3.3,0
2023/1/10 0:00,23:00:00,4,0
2023/1/11 0:00,0:00:00,3.3,0
2023/1/11 0:00,1:00:00,3.4,0
2023/1/11 0:00,2:00:00,2.1,0
2023/1/11 0:00,3:00:00,2.3,0
2023/1/11 0:00,4:00:00,3,0
2023/1/11 0:00,5:00:00,2.6,0
2023/1/11 0:00,6:00:00,2.9,0
2023/1/11 0:00,7:00:00,1.9,0
2023/1/11 0:00,8:00:00,2.7,0
2023/1/11 0:00,9:00:00,4.5,0
2023/1/11 0:00,10:00:00,5.7,0
2023/1/11 0:00,11:00:00,7.9,0
2023/1/11 0:00,12:00:00,8.8,0
2023/1/11 0:00,13:00:00,10.1,0
2023/1/11 0:00,14:00:00,10.1,0
2023/1/11 0:00,15:00:00,9.7,0
2023/1/11 0:00,16:00:00,9,0
2023/1/11 0:00,17:00:00,6.6,0
2023/1/11 0:00,18:00:00,5.8,0
2023/1/11 0:00,19:00:00,6,0
2023/1/11 0:00,20:00:00,5.2,0
2023/1/11 0:00,21:00:00,5.2,0
2023/1/11 0:00,22:00:00,5.4,0
2023/1/11 0:00,23:00:00,4.4,0
2023/1/12 0:00,0:00:00,4.1,0
2023/1/12 0:00,1:00:00,3.2,0
2023/1/12 0:00,2:00:00,2.8,0
2023/1/12 0:00,3:00:00,3.5,0
2023/1/12 0:00,4:00:00,2.4,0
2023/1/12 0:00,5:00:00,2.1,0
2023/1/12 0:00,6:00:00,1.7,0
2023/1/12 0:00,7:00:00,1.6,0
2023/1/12 0:00,8:00:00,2.6,0
2023/1/12 0:00,9:00:00,5,0
2023/1/12 0:00,10:00:00,7.3,0
2023/1/12 0:00,11:00:00,8,0
2023/1/12 0:00,12:00:00,10.1,0
2023/1/12 0:00,13:00:00,11.8,0
2023/1/12 0:00,14:00:00,12,0
2023/1/12 0:00,15:00:00,11.4,0
2023/1/12 0:00,16:00:00,10.3,0
2023/1/12 0:00,17:00:00,8.3,0
2023/1/12 0:00,18:00:00,6.9,0
2023/1/12 0:00,19:00:00,6.7,0
2023/1/12 0:00,20:00:00,6.1,0
2023/1/12 0:00,21:00:00,6.5,0
2023/1/12 0:00,22:00:00,6.1,0
2023/1/12 0:00,23:00:00,5.8,0
2023/1/13 0:00,0:00:00,5.3,0
2023/1/13 0:00,1:00:00,5,0
2023/1/13 0:00,2:00:00,5,0
2023/1/13 0:00,3:00:00,4.6,0
2023/1/13 0:00,4:00:00,3.7,0
2023/1/13 0:00,5:00:00,4.1,0
2023/1/13 0:00,6:00:00,3.3,0
2023/1/13 0:00,7:00:00,3.7,0
2023/1/13 0:00,8:00:00,4.9,0
2023/1/13 0:00,9:00:00,6.9,0
2023/1/13 0:00,10:00:00,9.6,0
2023/1/13 0:00,11:00:00,11,0
2023/1/13 0:00,12:00:00,12.2,0
2023/1/13 0:00,13:00:00,13.6,0
2023/1/13 0:00,14:00:00,12.6,0
2023/1/13 0:00,15:00:00,12.1,0
2023/1/13 0:00,16:00:00,11.6,0
2023/1/13 0:00,17:00:00,10.3,0
2023/1/13 0:00,18:00:00,10.2,0
2023/1/13 0:00,19:00:00,10.4,0
2023/1/13 0:00,20:00:00,10.8,0
2023/1/13 0:00,21:00:00,9.3,0
2023/1/13 0:00,22:00:00,9.1,0
2023/1/13 0:00,23:00:00,10.3,0
2023/1/14 0:00,0:00:00,13.8,0
2023/1/14 0:00,1:00:00,13.3,0
2023/1/14 0:00,2:00:00,13.8,0
2023/1/14 0:00,3:00:00,13.2,0
2023/1/14 0:00,4:00:00,9.5,0
2023/1/14 0:00,5:00:00,8.8,0
2023/1/14 0:00,6:00:00,8.2,0
2023/1/14 0:00,7:00:00,7.5,0
2023/1/14 0:00,8:00:00,8.4,0
2023/1/14 0:00,9:00:00,8.6,0
2023/1/14 0:00,10:00:00,9.3,0
2023/1/14 0:00,11:00:00,9.1,0
2023/1/14 0:00,12:00:00,8.7,0
2023/1/14 0:00,13:00:00,8.6,1
2023/1/14 0:00,14:00:00,9.2,0
2023/1/14 0:00,15:00:00,9.2,0.5
2023/1/14 0:00,16:00:00,9.2,0
2023/1/14 0:00,17:00:00,8.9,0
2023/1/14 0:00,18:00:00,9.2,0
2023/1/14 0:00,19:00:00,8.7,0
2023/1/14 0:00,20:00:00,9.6,0
2023/1/14 0:00,21:00:00,8.7,0
2023/1/14 0:00,22:00:00,9.7,0
2023/1/14 0:00,23:00:00,8.5,0
2023/1/15 0:00,0:00:00,9.7,0
2023/1/15 0:00,1:00:00,10,0
2023/1/15 0:00,2:00:00,11.2,0
2023/1/15 0:00,3:00:00,10.7,0
2023/1/15 0:00,4:00:00,11.3,0
2023/1/15 0:00,5:00:00,11.6,0
2023/1/15 0:00,6:00:00,11.3,0
2023/1/15 0:00,7:00:00,11.2,0
2023/1/15 0:00,8:00:00,11.5,0
2023/1/15 0:00,9:00:00,11.5,0
2023/1/15 0:00,10:00:00,11.5,0
2023/1/15 0:00,11:00:00,11.5,0
2023/1/15 0:00,12:00:00,11.6,0
2023/1/15 0:00,13:00:00,11.7,0
2023/1/15 0:00,14:00:00,11.7,0
2023/1/15 0:00,15:00:00,11.1,0
2023/1/15 0:00,16:00:00,10.3,0
2023/1/15 0:00,17:00:00,10.1,0
2023/1/15 0:00,18:00:00,8.8,0
2023/1/15 0:00,19:00:00,8.3,0.5
2023/1/15 0:00,20:00:00,8.1,0.5
2023/1/15 0:00,21:00:00,8,0
2023/1/15 0:00,22:00:00,8.1,0.5
2023/1/15 0:00,23:00:00,8,1
2023/1/16 0:00,0:00:00,7.7,0.5
2023/1/16 0:00,1:00:00,7.4,1
2023/1/16 0:00,2:00:00,7.2,0.5
2023/1/16 0:00,3:00:00,7.1,0
2023/1/16 0:00,4:00:00,7,0
2023/1/16 0:00,5:00:00,6.7,0
2023/1/16 0:00,6:00:00,6.7,0
2023/1/16 0:00,7:00:00,6.8,0
2023/1/16 0:00,8:00:00,6.9,0
2023/1/16 0:00,9:00:00,7,0
2023/1/16 0:00,10:00:00,7.2,0.5
2023/1/16 0:00,11:00:00,7.1,0.5
2023/1/16 0:00,12:00:00,7,1.5
2023/1/16 0:00,13:00:00,6.7,2
2023/1/16 0:00,14:00:00,6.6,1.5
2023/1/16 0:00,15:00:00,6.5,0.5
2023/1/16 0:00,16:00:00,6.1,0
2023/1/16 0:00,17:00:00,5.7,0
2023/1/16 0:00,18:00:00,5.5,0
2023/1/16 0:00,19:00:00,5.2,0
2023/1/16 0:00,20:00:00,5.4,0
2023/1/16 0:00,21:00:00,5.5,0
2023/1/16 0:00,22:00:00,5.3,0
2023/1/16 0:00,23:00:00,4.6,0
2023/1/17 0:00,0:00:00,4.9,0
2023/1/17 0:00,1:00:00,5,0
2023/1/17 0:00,2:00:00,4.6,0
2023/1/17 0:00,3:00:00,3.9,0
2023/1/17 0:00,4:00:00,3.7,0
2023/1/17 0:00,5:00:00,3.3,0
2023/1/17 0:00,6:00:00,2.9,0
2023/1/17 0:00,7:00:00,3,0
2023/1/17 0:00,8:00:00,3.6,0
2023/1/17 0:00,9:00:00,4.1,0
2023/1/17 0:00,10:00:00,4.8,0
2023/1/17 0:00,11:00:00,5.2,0
2023/1/17 0:00,12:00:00,5.5,0
2023/1/17 0:00,13:00:00,6.6,0
2023/1/17 0:00,14:00:00,6.7,0
2023/1/17 0:00,15:00:00,6.7,0
2023/1/17 0:00,16:00:00,5.8,0
2023/1/17 0:00,17:00:00,5.4,0
2023/1/17 0:00,18:00:00,5.8,0
2023/1/17 0:00,19:00:00,5.4,0
2023/1/17 0:00,20:00:00,4.4,0.5
2023/1/17 0:00,21:00:00,4.4,0.5
2023/1/17 0:00,22:00:00,4.2,0
2023/1/17 0:00,23:00:00,4.3,0.5
2023/1/18 0:00,0:00:00,4.2,0
2023/1/18 0:00,1:00:00,4.5,0
2023/1/18 0:00,2:00:00,4.4,0
2023/1/18 0:00,3:00:00,4.5,0
2023/1/18 0:00,4:00:00,4.5,0
2023/1/18 0:00,5:00:00,3.9,0
2023/1/18 0:00,6:00:00,4.2,0
2023/1/18 0:00,7:00:00,4.3,0
2023/1/18 0:00,8:00:00,4.5,0
2023/1/18 0:00,9:00:00,4.9,0
2023/1/18 0:00,10:00:00,7.2,0
2023/1/18 0:00,11:00:00,8.7,0
2023/1/18 0:00,12:00:00,9.9,0
2023/1/18 0:00,13:00:00,11.3,0
2023/1/18 0:00,14:00:00,11.7,0
2023/1/18 0:00,15:00:00,11.4,0
2023/1/18 0:00,16:00:00,10.7,0
2023/1/18 0:00,17:00:00,8.8,0
2023/1/18 0:00,18:00:00,7.9,0
2023/1/18 0:00,19:00:00,8.1,0
2023/1/18 0:00,20:00:00,8.7,0
2023/1/18 0:00,21:00:00,8.2,0
2023/1/18 0:00,22:00:00,8.8,0
2023/1/18 0:00,23:00:00,7.5,0
2023/1/19 0:00,0:00:00,7.3,0
2023/1/19 0:00,1:00:00,6.1,0
2023/1/19 0:00,2:00:00,5.8,0
2023/1/19 0:00,3:00:00,4.6,0
2023/1/19 0:00,4:00:00,3.6,0
2023/1/19 0:00,5:00:00,4.4,0
2023/1/19 0:00,6:00:00,3.4,0
2023/1/19 0:00,7:00:00,3.9,0
2023/1/19 0:00,8:00:00,4.8,0
2023/1/19 0:00,9:00:00,5.6,0
2023/1/19 0:00,10:00:00,6.3,0
2023/1/19 0:00,11:00:00,7.5,0
2023/1/19 0:00,12:00:00,8.2,0
2023/1/19 0:00,13:00:00,8,0
2023/1/19 0:00,14:00:00,8,0
2023/1/19 0:00,15:00:00,7.9,0
2023/1/19 0:00,16:00:00,7.8,0
2023/1/19 0:00,17:00:00,7.5,0
2023/1/19 0:00,18:00:00,7.6,0
2023/1/19 0:00,19:00:00,7.4,0
2023/1/19 0:00,20:00:00,6,0
2023/1/19 0:00,21:00:00,6.6,0
2023/1/19 0:00,22:00:00,6.7,0
2023/1/19 0:00,23:00:00,5.9,0
2023/1/20 0:00,0:00:00,7,0
2023/1/20 0:00,1:00:00,6,0
2023/1/20 0:00,2:00:00,5.6,0
2023/1/20 0:00,3:00:00,4.5,0.5
2023/1/20 0:00,4:00:00,4.5,0
2023/1/20 0:00,5:00:00,4.2,0
2023/1/20 0:00,6:00:00,4.6,0
2023/1/20 0:00,7:00:00,4.9,0
2023/1/20 0:00,8:00:00,4.4,0
2023/1/20 0:00,9:00:00,6.8,0
2023/1/20 0:00,10:00:00,7.9,0
2023/1/20 0:00,11:00:00,8.8,0
2023/1/20 0:00,12:00:00,10.2,0
2023/1/20 0:00,13:00:00,11.8,0
2023/1/20 0:00,14:00:00,11.3,0
2023/1/20 0:00,15:00:00,11.2,0
2023/1/20 0:00,16:00:00,10.5,0
2023/1/20 0:00,17:00:00,8.3,0
2023/1/20 0:00,18:00:00,7.4,0
2023/1/20 0:00,19:00:00,7.4,0
2023/1/20 0:00,20:00:00,7.7,0
2023/1/20 0:00,21:00:00,8.6,0
2023/1/20 0:00,22:00:00,8.7,0
2023/1/20 0:00,23:00:00,8.2,0
2023/1/21 0:00,0:00:00,8,0
2023/1/21 0:00,1:00:00,6.8,0
2023/1/21 0:00,2:00:00,6.4,0
2023/1/21 0:00,3:00:00,5.4,0
2023/1/21 0:00,4:00:00,4.7,0
2023/1/21 0:00,5:00:00,4.5,0
2023/1/21 0:00,6:00:00,3.9,0
2023/1/21 0:00,7:00:00,3.4,0
2023/1/21 0:00,8:00:00,3.8,0
2023/1/21 0:00,9:00:00,4.9,0
2023/1/21 0:00,10:00:00,6.4,0
2023/1/21 0:00,11:00:00,6.9,0
2023/1/21 0:00,12:00:00,8.1,0
2023/1/21 0:00,13:00:00,8.3,0
2023/1/21 0:00,14:00:00,8.1,0
2023/1/21 0:00,15:00:00,7.7,0
2023/1/21 0:00,16:00:00,7.4,0
2023/1/21 0:00,17:00:00,6,0
2023/1/21 0:00,18:00:00,5.7,0
2023/1/21 0:00,19:00:00,5,0
2023/1/21 0:00,20:00:00,4.8,0
2023/1/21 0:00,21:00:00,4.5,0
2023/1/21 0:00,22:00:00,4.1,0
2023/1/21 0:00,23:00:00,3.6,0
2023/1/22 0:00,0:00:00,3.7,0
2023/1/22 0:00,1:00:00,3.6,0
2023/1/22 0:00,2:00:00,3.2,0
2023/1/22 0:00,3:00:00,2.7,0
2023/1/22 0:00,4:00:00,2.2,0
2023/1/22 0:00,5:00:00,2.3,0
2023/1/22 0:00,6:00:00,2.1,0
2023/1/22 0:00,7:00:00,2.5,0
2023/1/22 0:00,8:00:00,3.2,0
2023/1/22 0:00,9:00:00,4,0
2023/1/22 0:00,10:00:00,4.8,0
2023/1/22 0:00,11:00:00,5.7,0
2023/1/22 0:00,12:00:00,5.9,0
2023/1/22 0:00,13:00:00,7.4,0
2023/1/22 0:00,14:00:00,8.1,0
2023/1/22 0:00,15:00:00,7.9,0
2023/1/22 0:00,16:00:00,7,0
2023/1/22 0:00,17:00:00,5.9,0
2023/1/22 0:00,18:00:00,4.6,0
2023/1/22 0:00,19:00:00,5.4,0
2023/1/22 0:00,20:00:00,5.7,0
2023/1/22 0:00,21:00:00,6.1,0
2023/1/22 0:00,22:00:00,6.1,0
2023/1/22 0:00,23:00:00,5.6,0
2023/1/23 0:00,0:00:00,4.7,0
2023/1/23 0:00,1:00:00,4,0
2023/1/23 0:00,2:00:00,3.4,0
2023/1/23 0:00,3:00:00,3.4,0
2023/1/23 0:00,4:00:00,3.5,0
2023/1/23 0:00,5:00:00,3.6,0
2023/1/23 0:00,6:00:00,3.9,0
2023/1/23 0:00,7:00:00,3.4,0
2023/1/23 0:00,8:00:00,3.9,0
2023/1/23 0:00,9:00:00,3.5,0
2023/1/23 0:00,10:00:00,3,0.5
2023/1/23 0:00,11:00:00,3.7,0
2023/1/23 0:00,12:00:00,4.6,0
2023/1/23 0:00,13:00:00,5.2,0
2023/1/23 0:00,14:00:00,5.9,0
2023/1/23 0:00,15:00:00,5.9,0
2023/1/23 0:00,16:00:00,5.6,0
2023/1/23 0:00,17:00:00,5.2,0
2023/1/23 0:00,18:00:00,5.2,0
2023/1/23 0:00,19:00:00,5.2,0
2023/1/23 0:00,20:00:00,5.4,0
2023/1/23 0:00,21:00:00,5.1,0
2023/1/23 0:00,22:00:00,5.2,0
2023/1/23 0:00,23:00:00,4.8,0
2023/1/24 0:00,0:00:00,4.5,0
2023/1/24 0:00,1:00:00,4.2,0
2023/1/24 0:00,2:00:00,3.9,0
2023/1/24 0:00,3:00:00,3.3,0
2023/1/24 0:00,4:00:00,3.7,0
2023/1/24 0:00,5:00:00,3.8,0
2023/1/24 0:00,6:00:00,3.4,0
2023/1/24 0:00,7:00:00,3.5,0
2023/1/24 0:00,8:00:00,4.4,0
2023/1/24 0:00,9:00:00,5.1,0
2023/1/24 0:00,10:00:00,5.7,0
2023/1/24 0:00,11:00:00,7.8,0.5
2023/1/24 0:00,12:00:00,9.8,0
2023/1/24 0:00,13:00:00,10.3,0
2023/1/24 0:00,14:00:00,11.5,0
2023/1/24 0:00,15:00:00,11,0
2023/1/24 0:00,16:00:00,10.4,0
2023/1/24 0:00,17:00:00,4.4,0
2023/1/24 0:00,18:00:00,3.4,0
2023/1/24 0:00,19:00:00,3,0
2023/1/24 0:00,20:00:00,1.5,0
2023/1/24 0:00,21:00:00,-0.1,0
2023/1/24 0:00,22:00:00,-0.5,0
2023/1/24 0:00,23:00:00,-0.6,0
2023/1/25 0:00,0:00:00,-0.7,0
2023/1/25 0:00,1:00:00,-1.2,0
2023/1/25 0:00,2:00:00,-1.6,0
2023/1/25 0:00,3:00:00,-2,0
2023/1/25 0:00,4:00:00,-2.2,0
2023/1/25 0:00,5:00:00,-2.2,0
2023/1/25 0:00,6:00:00,-2.5,0
2023/1/25 0:00,7:00:00,-2.8,0
2023/1/25 0:00,8:00:00,-2.1,0
2023/1/25 0:00,9:00:00,-0.5,0
2023/1/25 0:00,10:00:00,0.6,0
2023/1/25 0:00,11:00:00,1.7,0
2023/1/25 0:00,12:00:00,1.6,0
2023/1/25 0:00,13:00:00,2.6,0
2023/1/25 0:00,14:00:00,2.5,0
2023/1/25 0:00,15:00:00,2.4,0
2023/1/25 0:00,16:00:00,2,0
2023/1/25 0:00,17:00:00,1.3,0
2023/1/25 0:00,18:00:00,0.5,0
2023/1/25 0:00,19:00:00,0.1,0
2023/1/25 0:00,20:00:00,-0.2,0
2023/1/25 0:00,21:00:00,-0.7,0
2023/1/25 0:00,22:00:00,-1.4,0
2023/1/25 0:00,23:00:00,-1.3,0
2023/1/26 0:00,0:00:00,-1.4,0
2023/1/26 0:00,1:00:00,-1.9,0
2023/1/26 0:00,2:00:00,-1.6,0
2023/1/26 0:00,3:00:00,-1.8,0
2023/1/26 0:00,4:00:00,-1.3,0
2023/1/26 0:00,5:00:00,-1.7,0
2023/1/26 0:00,6:00:00,-3.2,0
2023/1/26 0:00,7:00:00,-3.1,0
2023/1/26 0:00,8:00:00,-0.4,0
